DateTime,PitchVelocityRadsPerS,RollVelocityRadsPerS,YawVelocityRadsPerS,PitchDegrees,RollDegrees,MagHeadingDegrees,LatitudeDegrees,LongitudeDegrees,ZAltitudeFtAgl,YVelocityNEDFrameMs,ZVelocityNEDFrameMs,XVelocityNEDFrameMs
09.54.04.875108, -0.02901148,0.02282052,-0.1378457,-0.05664574,-0.3542279,270.0401,47.50031,-122.2168,0.07368723,0.009877629,0.01360479,0.04139474
09.54.04.927111, -0.01981572,0.02301406,-0.1756221,-0.113822,-0.2907823,269.5595,47.50031,-122.2168,0.07479318,0.01416324,-0.007060141,0.04901917
09.54.04.976114, -0.00984784,0.02264563,-0.2239485,-0.1442586,-0.2267693,268.9387,47.50031,-122.2168,0.07366071,0.01847518,0.007135836,0.0589763
09.54.05.024116, -0.0004726619,0.02613934,-0.2912568,-0.1487597,-0.1520928,268.1295,47.50031,-122.2168,0.07299192,0.02267125,0.003579068,0.07307169
09.54.05.074119, 0.006984443,0.02912015,-0.3687705,-0.1320225,-0.0683635,267.1034,47.50031,-122.2168,0.07401616,0.02625683,-0.006427365,0.088724
09.54.05.124122, 0.0103467,0.02824634,-0.4476085,-0.1045094,0.01364851,265.8501,47.50031,-122.2168,0.07686286,0.02900383,-0.01712679,0.1032665
09.54.05.172125, 0.009244137,0.02314775,-0.5201073,-0.07818069,0.08127939,264.3906,47.50031,-122.2168,0.08056395,0.03087087,-0.02366252,0.1145441
09.54.05.222128, 0.004543428,0.01459091,-0.5805356,-0.0630974,0.124389,262.7626,47.50031,-122.2168,0.08515964,0.03199732,-0.02861691,0.1210907
09.54.05.276131, 0.02055473,0.05358623,-1.079947,0.001330935,0.2781229,259.729,47.50031,-122.2168,0.04786143,0.02127621,0.2311949,0.2968335
09.54.05.326134, 0.01490226,0.2512116,-1.155693,0.05931097,0.9878126,256.4626,47.50031,-122.2168,0.08558246,0.03010447,-0.2336099,0.2526517
09.54.05.374136, -0.02230434,-0.02101221,-1.117205,0.05055589,0.9233363,253.2889,47.50031,-122.2168,0.08651238,0.04388302,-0.005717871,0.2351151
09.54.05.421139, -0.03109059,-0.05559487,-0.9916551,0.007944907,0.7632465,250.4955,47.50031,-122.2168,0.09114387,0.04629237,-0.02872727,0.174098
09.54.05.469142, -0.02858311,-0.1011502,-0.8272291,-0.04094441,0.4808004,248.1921,47.50031,-122.2168,0.08450966,0.04680159,0.04100022,0.1122287
09.54.05.518145, -0.009539252,-0.1053434,-0.5991656,-0.05346864,0.18896,246.5263,47.50031,-122.2168,0.07472605,0.04559352,0.06209458,0.03489787
09.54.05.565147, 0.02051606,-0.1232174,-0.3255174,0.006647778,-0.153282,245.6207,47.50031,-122.2168,0.05881847,0.04649222,0.1004069,-0.04643894
09.54.05.613150, 0.05831439,-0.1530429,-0.02376206,0.1673961,-0.5756271,245.5561,47.50031,-122.2168,0.04160742,0.04959931,0.1089722,-0.12297
09.54.05.661153, 0.0945281,-0.1898784,0.2883009,0.4357831,-1.096403,246.35,47.50031,-122.2168,0.02376308,0.05585521,0.1143783,-0.1880197
09.54.05.709155, 0.1256682,-0.2279654,0.588067,0.8132733,-1.712603,247.9688,47.50031,-122.2168,0.005125114,0.06393883,0.1186177,-0.2377095
09.54.05.757158, 0.1515197,-0.253691,0.8561336,1.298989,-2.375042,250.3123,47.50031,-122.2168,-0.01253557,0.07089704,0.1135345,-0.267031
09.54.05.812161, 0.1754316,-0.2563773,1.061549,1.900938,-3.01215,253.2192,47.50031,-122.2168,-0.02350379,0.07415202,0.0708465,-0.2714648
09.54.05.858164, 0.1933088,-0.2087533,1.208503,2.611995,-3.477885,256.5613,47.50031,-122.2168,-0.03042798,0.07400702,0.0440537,-0.2600141
09.54.05.903167, 0.2042254,-0.1500541,1.296189,3.386481,-3.724201,260.1111,47.50031,-122.2168,-0.03293026,0.06944588,0.01699021,-0.2315999
09.54.05.950169, 0.204958,-0.07916646,1.334521,4.167868,-3.720204,263.6959,47.50031,-122.2168,-0.03256386,0.06226294,-0.001072126,-0.1938711
09.54.05.997172, 0.1955307,-0.01592104,1.339822,4.923382,-3.494719,267.3026,47.50031,-122.2168,-0.02931083,0.05223509,-0.02033145,-0.1523162
09.54.06.044175, 0.1429469,0.06098979,1.044018,5.473636,-3.086192,270.106,47.50031,-122.2168,0.09892089,0.09909637,-0.8300723,-0.07450645
09.54.06.090177, 0.1526021,0.09577139,0.9758489,6.021197,-2.57432,272.7344,47.50031,-122.2168,0.1518214,0.1017693,-0.3415003,-0.0622375
09.54.06.139180, 0.0930543,0.1285478,1.228438,6.409568,-1.877342,276.0478,47.50031,-122.2168,0.1854353,0.09163744,-0.2169627,-0.1782738
09.54.06.179182, 0.03432209,0.1048093,1.484521,6.618858,-1.135717,280.1038,47.50031,-122.2168,0.239307,0.09351989,-0.345073,-0.3206797
09.54.06.217184, -0.02138211,0.05534939,1.674224,6.630258,-0.4811095,284.5038,47.50031,-122.2168,0.330915,0.1101159,-0.6107288,-0.4584648
09.54.06.254187, -0.07840307,0.02272292,1.776767,6.451209,0.0938035,288.9792,47.50031,-122.2168,0.46789,0.145602,-0.9533127,-0.5744531
09.54.06.297189, -0.1166939,0.01415898,1.77487,6.145035,0.610412,293.2755,47.50031,-122.2168,0.6373892,0.195317,-1.225011,-0.6487722
09.54.06.334191, -0.1434703,0.02265099,1.698717,5.739054,1.104231,297.3902,47.5003,-122.2168,0.8360072,0.2566634,-1.433082,-0.6937675
09.54.06.373193, -0.1555381,0.04005023,1.575761,5.290294,1.566964,301.0961,47.5003,-122.2168,1.043864,0.3208187,-1.540086,-0.7146432
09.54.06.416196, -0.1465521,0.05968747,1.440528,4.851059,2.010002,304.4275,47.5003,-122.2168,1.236011,0.3708374,-1.445522,-0.7168177
09.54.06.457198, -0.1275358,-0.01344401,1.802742,4.389508,2.331105,308.6611,47.5003,-122.2168,1.587313,0.4180153,-2.602645,-0.8492758
09.54.06.495200, -0.05899891,-0.06083927,2.082099,4.036024,2.554028,313.5546,47.5003,-122.2168,2.055251,0.4582692,-3.470158,-0.954857
09.54.06.538203, 0.0009708127,-0.1122336,2.297453,3.784111,2.657531,318.8781,47.5003,-122.2168,2.596613,0.4814685,-4.075232,-1.031444
09.54.06.577205, 0.04551468,-0.1534553,2.464325,3.603947,2.665588,324.6648,47.5003,-122.2168,3.205107,0.4933376,-4.523823,-1.089746
09.54.06.617207, 0.06333775,-0.114048,2.58828,3.451762,2.764045,330.692,47.5003,-122.2168,3.853899,0.5111052,-4.865058,-1.129676
09.54.06.657210, 0.0707018,-0.01820857,2.678087,3.296962,3.078392,336.888,47.5003,-122.2168,4.53393,0.5401946,-5.13194,-1.156943
09.54.06.696212, 0.07246494,0.08226839,2.737994,3.104738,3.614029,343.2282,47.5003,-122.2168,5.242991,0.5756978,-5.343884,-1.177686
09.54.06.738214, 0.07400265,0.1524471,2.788352,2.853205,4.285518,349.6098,47.5003,-122.2168,5.966618,0.6122294,-5.516265,-1.195725
09.54.06.778217, 0.07452761,0.1604807,2.835386,2.516789,4.955656,356.178,47.5003,-122.2168,6.718054,0.6444259,-5.654665,-1.211018
09.54.06.824219, 0.07248845,0.1427412,2.8896,2.092333,5.542713,2.828672,47.5003,-122.2168,7.482002,0.6769412,-5.780193,-1.225019
09.54.06.865222, 0.07292947,0.06441538,2.952387,1.569588,5.911644,9.878172,47.5003,-122.2168,8.289248,0.7027671,-5.882116,-1.236469
09.54.06.908224, 0.003400522,-0.02879387,2.839504,0.8717749,5.986104,16.60792,47.5003,-122.2168,9.190533,0.8241307,-6.597266,-1.279211
09.54.06.950226, -0.01623409,-0.1164566,2.799957,0.1272511,5.767004,23.29455,47.5003,-122.2168,10.16426,0.9110471,-7.067629,-1.305435
09.54.06.990229, -0.01481804,-0.1935093,2.886735,-0.6065871,5.273834,30.21641,47.5003,-122.2168,11.14651,0.9377695,-7.106734,-1.301225
09.54.07.032231, -0.01903083,-0.2383226,2.89578,-1.279608,4.596005,37.08393,47.5003,-122.2168,12.10801,0.9782631,-7.03968,-1.310857
09.54.07.075234, -0.01700093,-0.2942797,2.848284,-1.853058,3.712988,43.84679,47.50029,-122.2168,13.04659,1.024741,-6.874442,-1.328323
09.54.07.116236, -0.01138815,-0.3390199,2.761928,-2.297678,2.657612,50.49075,47.50029,-122.2168,13.96004,1.079407,-6.611739,-1.358559
09.54.07.160238, 0.002618334,-0.389232,2.659407,-2.571028,1.458632,56.84019,47.50029,-122.2168,14.81645,1.133639,-6.25375,-1.397328
09.54.07.199241, 0.02041708,-0.4378999,2.558681,-2.663908,0.1133755,63.03809,47.50029,-122.2168,15.61882,1.185617,-5.777707,-1.444051
