MagYaw,YawVelocityDegreesPerSecond,YawIntegral,YawProportional,YawDerivativeError,YawControl,YawIntegralGain,YawDerivativeGain,YawProportionalGain,YawAntiWindupGain,XNEDBodyFrame,XVelocityMetersPerSecond,ThetaPitchDegrees,XIntegral,XProportional,XDerivativeError,LongitudeControl,XIntegralGain,XDerivativeGain,XProportionalGain,XAntiWindupGain,LongitudeInnerLoopGain,XLongitudeOuterLoopSetpoint,PitchAngularVelocityRadsPerSecond,PitchAngularVelocityGain,YNEDBodyFrame,YVelocityMetersPerSecond,PhiRollDegrees,YIntegral,YProportional,YDerivativeError,LateralControl,YIntegralGain,YDerivativeGain,YProportionalGain,YAntiWindupGain,LateralInnerLoopGain,YLateralOuterLoopSetpoint,RollAngularVelocityRadsPerSecond,RollAngularVelocityGain,AltitudeFeetAgl,ZVelocityMetersPerSecond,ZIntegral,ZProportional,ZDerivativeError,MainRotorCollectiveControl,ZIntegralGain,ZDerivativeGain,ZProportionalGain,ZAntiWindupGain,ZNEDBodyFrame,LatitudeDegrees,LongitudeDegrees,Timeouts,UnrecognizedMsgTypes,ChecksumErrors,NumOfBlownFrames,MessageType,NumOfBytesInMsg
1/14/2014 8:02:23 PM 8.451046,8.383118,0,0,0,0,0,0,0,0,0,0.009404672,-1.339827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01004628,0.6468599,0,0,0,0,0,0,0,0,0,0,0,0,0.09300024,0.0005433683,0,0,0,0,0,0,0,0,0,0,0,3864,0,0,0,2,229
1/14/2014 8:02:23 PM 8.823895,8.290244,0.02112762,8.451046,8.383118,0.1911629,0,0,0,0,0,0.009026539,-1.34609,0,0,0.009404672,0.0420766,0,0,0,0,0,0.01748328,0,0,0,0.01112067,0.6478257,0,0,0.01004628,-0.05688964,0,0,0,0,0,0.02849426,0,0,0.09299763,-2.522288E-05,0.09999999,100,0.001782465,0.5,0,0,0,0,0,0,0,3864,0,0,1,2,229
1/14/2014 8:02:23 PM 9.147638,7.257749,0.04318735,8.823895,8.290244,0.2199551,0,0,0,0,0,0.006546488,-1.351952,0,0,0.009026539,0.04224898,0,0,0,0,0,0.01678034,0,0,0,0.01611196,0.6588243,0,0,0.01112067,-0.05669814,0,0,0,0,0,0.03154154,0,0,0.0930279,0.0001083617,0,100,-8.274113E-05,0.5,0,0,0,0,0,0,0,3864,0,0,2,2,229
1/14/2014 8:02:23 PM 9.864111,7.694284,0.06605645,9.147638,7.257749,0.2470877,0,0,0,0,0,0.07575352,-1.224575,0,0,0.006546488,0.04228777,0,0,0,0,0,0.01216992,0,0,0,0.05730026,0.317215,0,0,0.01611196,-0.05640759,0,0,0,0,0,0.04569836,0,0,0.6144909,-1.754612,0,100,0.0003554698,0.5,0,0,0,0,0,0,0,3864,0,0,3,2,229
1/14/2014 8:02:24 PM 10.51615,6.463655,0.115377,9.864111,7.694284,0.3103679,0,0,0,0,0.3378854,0.0907144,-0.7656291,0,0.3378854,0.07575352,0.04232742,0,0,0,0,0,0.2384747,0,0,0,0.07636091,-0.1702234,0,0,0.05730026,-0.01423187,0,0,0,0,0,0.1625207,0,0,1.191771,-1.788273,0,99.63145,-5.755829,0.5,0,0,0,0,-0.3685559,0,0,3864,0,0,4,2,229
1/14/2014 8:02:24 PM 11.04395,5.362477,0.1416674,10.51615,6.463655,0.3466563,0,0,0,0,0.2657143,0.0970485,-0.1592213,0,0.2657143,0.0907144,0.03134282,0,0,0,0,0,0.2454295,0,0,0.05503213,0.08789768,-0.6967255,0,0.05503213,0.07636091,0.0428616,0,0,0,0,0,0.2956636,0,0,1.747407,-1.744542,0,98.88696,-5.86625,0.5,0,0,0,0,-1.113044,0,0,3864,0,0,5,2,229
1/14/2014 8:02:24 PM 11.31149,2.278607,0.1692773,11.04395,5.362477,0.3821846,0,0,0,0,0.01156747,0.08920344,0.5776801,0,0.2657143,0.0970485,0.0129092,0,0,0,0,0,0.2572046,0,0,-0.02320892,0.1022234,-1.12517,0,0.05503213,0.08789768,0.09431019,0,0,0,0,0,0.3283854,0,0,2.286638,-1.675697,0,98.88696,-5.722797,0.5,0,0,0,0,-1.346041,0,0,3864,0,0,6,2,229
1/14/2014 8:02:24 PM 11.28411,-0.6666119,0.197556,11.31149,2.278607,0.4102785,0,0,0,0,0.2772818,0.07009157,1.42011,0,0.01156747,0.08920344,-0.01266374,0,0,0,0,0,0.1691722,0,0,0.03182328,0.1135658,-1.294204,0,-0.02320892,0.1022234,0.1271215,0,0,0,0,0,0.2565849,0,0,2.808401,-1.597898,0,98.65396,-5.496956,0.5,0,0,0,0,-2.459085,0,0,3864,0,0,7,2,229
1/14/2014 8:02:24 PM 10.97973,-3.385931,0.2539765,11.28411,-0.6666119,0.4612971,0,0,0,0,0.2051108,0.03755182,2.316476,0,0.2051108,0.07009157,-0.03749995,0,0,0,0,0,0.1895773,0,0,0.08685535,0.124706,-1.092954,0,0.08685535,0.1135658,0.1529077,0,0,0,0,0,0.446918,0,0,3.305106,-1.518407,0,96.79642,-5.241745,0.5,0,0,0,0,-3.203574,0,0,3864,0,0,8,2,229
1/14/2014 8:02:24 PM 10.45067,-5.627359,0.2814258,10.97973,-3.385931,0.4786036,0,0,0,0,0.2051108,-0.009523707,3.227262,0,0.2051108,0.03755182,-0.06780909,0,0,0,0,0,0.1290859,0,0,0.08685535,0.1380376,-0.5134719,0,0.08685535,0.124706,0.1445751,0,0,0,0,0,0.4785147,0,0,3.77668,-1.439847,0,96.79642,-4.980982,0.5,0,0,0,0,-3.203574,0,0,3864,0,0,9,2,229
1/14/2014 8:02:24 PM 9.640993,-8.792924,0.3075525,10.45067,-5.627359,0.491232,0,0,0,0,0.1906121,-0.07626288,4.114414,0,0.2051108,-0.009523707,-0.09875636,0,0,0,0,0,0.04157245,0,0,-0.2028998,0.1634144,0.4160865,0,0.08685535,0.1380376,0.09474151,0,0,0,0,0,0.5163271,0,0,4.222196,-1.36295,0,96.79642,-4.723274,0.5,0,0,0,0,-3.895189,0,0,3864,0,0,10,2,229
1/14/2014 8:02:24 PM 8.673042,-10.51319,0.331655,9.640993,-8.792924,0.4951165,0,0,0,0,0.1906121,-0.1553989,4.92505,0,0.1906121,-0.07626288,-0.1302341,0,0,0,0,0,-0.08668581,0,0,-0.2028998,0.1946698,1.537826,0,-0.2028998,0.1634144,-0.02246283,0,0,0,0,0,0.1719253,0,0,4.631445,-1.289591,0,96.10481,-4.47102,0.5,0,0,0,0,-3.895189,0,0,3864,0,0,11,2,229
1/14/2014 8:02:24 PM 7.657206,-11.11957,0.3750202,8.673042,-10.51319,0.517743,0,0,0,0,0.1184411,-0.2448587,5.632935,0,0.1184411,-0.1553989,-0.1599243,0,0,0,0,0,-0.254657,0,0,-0.1478677,0.2318694,2.642732,0,-0.1478677,0.1946698,-0.1175071,0,0,0,0,0,0.3396561,0,0,5.010666,-1.219166,0,95.36032,-4.230373,0.5,0,0,0,0,-4.639677,0,0,3864,0,0,12,2,229
1/14/2014 8:02:24 PM 6.670124,-10.6431,0.3941633,7.657206,-11.11957,0.5171144,0,0,0,0,0.04626989,-0.3404032,6.207482,0,0.04626989,-0.2448587,-0.1883174,0,0,0,0,0,-0.4418203,0,0,-0.09283566,0.2691897,3.41549,0,-0.09283566,0.2318694,-0.1949007,0,0,0,0,0,0.5242464,0,0,5.367789,-1.151466,0,94.61584,-3.999351,0.5,0,0,0,0,-5.384166,0,0,3864,0,0,13,2,229
1/14/2014 8:02:25 PM 5.739338,-9.924444,0.4108386,6.670124,-10.6431,0.5163494,0,0,0,0,0.04626989,-0.4454708,6.630819,0,0.04626989,-0.3404032,-0.2116345,0,0,0,0,0,-0.6194376,0,0,-0.09283566,0.3114178,3.793859,0,-0.09283566,0.2691897,-0.2562561,0,0,0,0,0,0.6300979,0,0,5.711033,-1.084818,0,94.61584,-3.77727,0.5,0,0,0,0,-5.384166,0,0,3864,0,0,14,2,229
1/14/2014 8:02:25 PM 4.869581,-8.754919,0.4251869,5.739338,-9.924444,0.5146999,0,0,0,0,0.04626989,-0.5515677,6.858504,0,0.04626989,-0.4454708,-0.2308129,0,0,0,0,0,-0.8147581,0,0,-0.09283566,0.3501642,3.596116,0,-0.09283566,0.3114178,-0.2800471,0,0,0,0,0,0.7498696,0,0,6.038195,-1.02314,0,94.61584,-3.558638,0.5,0,0,0,0,-5.384166,0,0,3864,0,0,15,2,229
1/14/2014 8:02:25 PM 4.171165,-6.596815,0.4495348,4.869581,-8.754919,0.5249268,0,0,0,0,-0.02590108,-0.6512305,6.839242,0,-0.02590108,-0.5515677,-0.2439854,0,0,0,0,0,-1.03285,0,0,-0.03780353,0.3768417,2.667971,0,-0.03780353,0.3501642,-0.2517442,0,0,0,0,0,0.9388471,0,0,6.34827,-0.9696034,0,93.87135,-3.356308,0.5,0,0,0,0,-6.128654,0,0,3864,0,0,16,2,229
1/14/2014 8:02:25 PM 3.73143,-3.702799,0.4599628,4.171165,-6.596815,0.5260419,0,0,0,0,0.05783725,-0.7377713,6.554775,0,0.05783725,-0.6512305,-0.2490281,0,0,0,0,0,-1.193923,0,0,-0.1160445,0.3846583,1.067849,0,-0.1160445,0.3768417,-0.162462,0,0,0,0,0,0.90208,0,0,6.641316,-0.9277217,0,93.26979,-3.180687,0.5,0,0,0,0,-6.730207,0,0,3864,0,0,17,2,229
1/14/2014 8:02:25 PM 3.586123,-0.7770098,0.4692913,3.73143,-3.702799,0.5320591,0,0,0,0,-0.2800481,-0.808497,5.99811,0,0.05783725,-0.7377713,-0.2451969,0,0,0,0,0,-1.354802,0,0,-0.1160445,0.370813,-1.06544,0,-0.1160445,0.3846583,-0.01321105,0,0,0,0,0,0.9242503,0,0,6.928366,-0.897647,0,93.26979,-3.043298,0.5,0,0,0,0,-6.361651,0,0,3864,0,0,18,2,229
1/14/2014 8:02:25 PM 3.74411,2.072673,0.4782566,3.586123,-0.7770098,0.5432042,0,0,0,0,-0.3522191,-0.8587624,5.194953,0,-0.2800481,-0.808497,-0.2350432,0,0,0,0,0,-1.58393,0,0,-0.06101251,0.3339228,-3.393265,0,-0.1160445,0.370813,0.1794388,0,0,0,0,0,0.884981,0,0,7.211906,-0.8786974,0,93.63835,-2.944641,0.5,0,0,0,0,-7.106139,0,0,3864,0,0,19,2,229
1/14/2014 8:02:25 PM 4.590319,6.453608,0.4969772,3.74411,2.072673,0.5695803,0,0,0,0,-0.3522191,-0.8906585,3.698926,0,-0.3522191,-0.8587624,-0.2136887,0,0,0,0,0,-1.698231,0,0,-0.06101251,0.2481964,-6.156101,0,-0.06101251,0.3339228,0.391248,0,0,0,0,0,0.8594303,0,0,7.62451,-0.8661874,0,92.89386,-2.882479,0.5,0,0,0,0,-7.106139,0,0,3864,0,0,20,2,229
1/14/2014 8:02:25 PM 4.590319,6.453608,0.508453,4.590319,6.453608,0.6039692,0,0,0,0,-0.4243903,-0.8906585,3.698926,0,-0.4243903,-0.8906585,-0.1697966,0,0,0,0,0,-1.778383,0,0,-0.005980015,0.2481964,-6.156101,0,-0.005980015,0.2481964,0.6303349,0,0,0,0,0,0.6953661,0,0,7.62451,-0.8661874,0,92.14938,-2.841441,0.5,0,0,0,0,-7.850627,0,0,3865,0,0,21,2,229
