MagYaw,YawVelocityDegreesPerSecond,YawIntegral,YawProportional,YawDerivativeError,YawControl,YawIntegralGain,YawDerivativeGain,YawProportionalGain,YawAntiWindupGain,XNEDBodyFrame,XVelocityMetersPerSecond,ThetaPitchDegrees,XIntegral,XProportional,XDerivativeError,LongitudeControl,XIntegralGain,XDerivativeGain,XProportionalGain,XAntiWindupGain,LongitudeInnerLoopGain,XLongitudeOuterLoopSetpoint,PitchAngularVelocityRadsPerSecond,PitchAngularVelocityGain,YNEDBodyFrame,YVelocityMetersPerSecond,PhiRollDegrees,YIntegral,YProportional,YDerivativeError,LateralControl,YIntegralGain,YDerivativeGain,YProportionalGain,YAntiWindupGain,LateralInnerLoopGain,YLateralOuterLoopSetpoint,RollAngularVelocityRadsPerSecond,RollAngularVelocityGain,AltitudeFeetAgl,ZVelocityMetersPerSecond,ZIntegral,ZProportional,ZDerivativeError,MainRotorCollectiveControl,ZIntegralGain,ZDerivativeGain,ZProportionalGain,ZAntiWindupGain,ZNEDBodyFrame,LatitudeDegrees,LongitudeDegrees,Timeouts,UnrecognizedMsgTypes,ChecksumErrors,NumOfBlownFrames,MessageType,NumOfBytesInMsg
1/14/2014 8:02:50 PM 102.9563,17.08923,23.73422,102.9563,17.08923,1,0,0,0,0,-73.96493,-8.911928,-7.569113,0,-73.96493,-8.911928,-0.1683575,0,0,0,0,0,-13,0,0,12.68658,4.472499,-23.14474,0,12.68658,4.472499,1,0,0,0,0,0,5,0,0,99.00398,-1.823073,0.4298313,0.9874268,-5.98041,0.4198629,0,0,0,0,-99.01257,0,0,4023,0,0,293,2,229
1/14/2014 8:02:50 PM 102.9563,17.08923,23.74496,102.9563,17.08923,1,0,0,0,0,-73.96493,-8.911928,-7.569113,0,-73.96493,-8.911928,-0.1683575,0,0,0,0,0,-13,0,0,12.68658,4.472499,-23.14474,0,12.68658,4.472499,1,0,0,0,0,0,5,0,0,99.00398,-1.823073,0.4308188,0.9874268,-5.98041,0.4208503,0,0,0,0,-99.01257,0,0,4024,0,0,294,2,229
1/14/2014 8:02:50 PM 102.9563,17.08923,23.75561,102.9563,17.08923,1,0,0,0,0,-73.96493,-8.911928,-7.569113,0,-73.96493,-8.911928,-0.1683575,0,0,0,0,0,-13,0,0,12.68658,4.472499,-23.14474,0,12.68658,4.472499,1,0,0,0,0,0,5,0,0,99.00398,-1.823073,0.4318062,0.9874268,-5.98041,0.4218378,0,0,0,0,-99.01257,0,0,4025,0,0,295,2,229
1/14/2014 8:02:50 PM 162.3213,25.06391,23.76614,102.9563,17.08923,1,0,0,0,0,-73.96493,-0.01695686,-1.479505,0,-73.96493,-8.911928,-0.1683575,0,0,0,0,0,-13,0,0,12.68658,0.002363362,-0.1425326,0,12.68658,4.472499,1,0,0,0,0,0,5,0,0,0.09290116,-0.000532975,0.4327936,0.9874268,-5.98041,0.4228252,0,0,0,0,-99.01257,0,0,4025,0,0,296,2,229
1/14/2014 8:02:51 PM 161.4491,-16.99506,24.07114,162.3213,25.06391,1,0,0,0,0,1594.228,-0.06393618,-1.574624,0,1594.228,-0.01695686,-0.3571354,0,0,0,0,0,13,0,0,-164.4318,-0.2330667,1.770896,0,-164.4318,0.002363362,0.473113,0,0,0,0,0,-5,0,0,0.4056468,-1.143785,0.5335544,99.77332,-0.001748371,0.5,0,0,0,0,-0.2266846,0,0,4025,0,0,297,2,229
1/14/2014 8:02:51 PM 156.3374,-48.1518,24.21365,161.4491,-16.99506,1,0,0,0,0,1594.228,-0.1379415,-1.442241,0,1594.228,-0.06393618,0.4518133,0,0,0,0,0,13,0,0,-164.4318,-0.5989234,9.00667,0,-164.4318,-0.2330667,-0.6229225,0,0,0,0,0,-5,0,0,0.9325507,-1.204544,0.0412119,99.77332,-3.752073,0.5,0,0,0,0,-0.2266846,0,0,4025,0,0,298,2,229
1/14/2014 8:02:51 PM 151.2667,-62.10222,24.34282,156.3374,-48.1518,1,0,0,0,0,1594.214,-0.233836,-1.091034,0,1594.228,-0.1379415,0.4477094,0,0,0,0,0,13,0,0,-164.7216,-0.9144993,14.7889,0,-164.4318,-0.5989234,-1,0,0,0,0,0,-5,0,0,1.315153,-1.395443,0,99.77332,-3.951387,0.5,0,0,0,0,-0.9182739,0,0,4025,0,0,299,2,229
1/14/2014 8:02:51 PM 142.5791,-75.83632,24.45948,151.2667,-62.10222,1,0,0,0,0,1593.804,-0.2833083,1.163337,0,1594.214,-0.233836,0.4368221,0,0,0,0,0,13,0,0,-164.6666,-1.317772,19.07829,0,-164.7216,-0.9144993,-1,0,0,0,0,0,-5,0,0,1.902896,-1.429965,0,99.08173,-4.577613,0.5,0,0,0,0,-1.294189,0,0,4025,0,0,300,2,229
1/14/2014 8:02:51 PM 136.3913,-81.49798,24.65025,142.5791,-75.83632,1,0,0,0,0,1594.142,-0.3208762,3.886191,0,1594.142,-0.2833083,0.3669366,0,0,0,0,0,13,0,0,-164.6666,-1.582267,18.47881,0,-164.6666,-1.317772,-1,0,0,0,0,0,-5,0,0,2.281041,-1.366382,0,98.33722,-4.690857,0.5,0,0,0,0,-1.662781,0,0,4025,0,0,301,2,229
1/14/2014 8:02:51 PM 126.79,-86.0812,24.72965,136.3913,-81.49798,1,0,0,0,0,1594.069,-0.3422761,8.906754,0,1594.069,-0.3208762,0.2825281,0,0,0,0,0,13,0,0,-164.6115,-1.94482,13.37506,0,-164.6115,-1.582267,-1,0,0,0,0,0,-5,0,0,2.805505,-1.262923,0,97.59277,-4.482281,0.5,0,0,0,0,-2.407227,0,0,4025,0,0,302,2,229
