MagYaw,YawVelocityDegreesPerSecond,YawIntegral,YawProportional,YawDerivativeError,YawControl,YawIntegralGain,YawDerivativeGain,YawProportionalGain,YawAntiWindupGain,XNEDBodyFrame,XVelocityMetersPerSecond,ThetaPitchDegrees,XIntegral,XProportional,XDerivativeError,LongitudeControl,XIntegralGain,XDerivativeGain,XProportionalGain,XAntiWindupGain,LongitudeInnerLoopGain,XLongitudeOuterLoopSetpoint,PitchAngularVelocityRadsPerSecond,PitchAngularVelocityGain,YNEDBodyFrame,YVelocityMetersPerSecond,PhiRollDegrees,YIntegral,YProportional,YDerivativeError,LateralControl,YIntegralGain,YDerivativeGain,YProportionalGain,YAntiWindupGain,LateralInnerLoopGain,YLateralOuterLoopSetpoint,RollAngularVelocityRadsPerSecond,RollAngularVelocityGain,AltitudeFeetAgl,ZVelocityMetersPerSecond,ZIntegral,ZProportional,ZDerivativeError,MainRotorCollectiveControl,ZIntegralGain,ZDerivativeGain,ZProportionalGain,ZAntiWindupGain,ZNEDBodyFrame,LatitudeDegrees,LongitudeDegrees,Timeouts,UnrecognizedMsgTypes,ChecksumErrors,NumOfBlownFrames,MessageType,NumOfBytesInMsg
6.166092,10.04649,0,0,0,0,0,0,0,0,0,0.01185683,-1.196829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003795789,0.7667555,0,0,0,0,0,0,0,0,0,0,0,0,0.09310722,0.0002744845,0,0,0,0,0,0,0,0,0,0,0,769,0,0,0,2,229
6.571098,9.688713,0.1541523,6.166092,10.04649,1,0,0,0,0,0,0.01187615,-1.200053,0,0,0.01185683,0.03778499,0,0,0,0,0,0.02204185,0,0,0,0.003965162,0.7547611,0,0,0.003795789,-0.06955104,0,0,0,0,0,0.010766,0,0,0.09315722,0.0001480996,0.09999999,100,0.0009004188,1,0,0,0,0,0,0,0,769,0,0,1,2,229
6.815802,6.747697,0,6.571098,9.688713,1,0,0,0,0,-0.07217097,0.006603029,-1.20127,0,0,0.01187615,0.03788605,0,0,0,0,0,0.02207775,0,0,0.05503213,0.01517888,0.7761833,0,0,0.003965162,-0.06840336,0,0,0,0,0,0.01124639,0,0,0.09330821,-0.001156007,0,100,0.000485826,1,0,0,0,0,-0.7444882,0,0,769,0,0,2,2,229
5.78632,-20.58853,0,6.815802,6.747697,1,0,0,0,0,-0.07217097,0.04716229,-1.200799,0,-0.07217097,0.006603029,0.03697331,0,0,0,0,0,-0.008582382,0,0,0.05503213,0.1863514,0.7960353,0,0.05503213,0.01517888,-0.06017263,0,0,0,0,0,0.122133,0,0,0.5914113,-3.035266,0,99.25551,-0.003792166,1,0,0,0,0,-0.7444882,0,0,769,0,0,3,2,229
1.388876,-50.52775,0,5.78632,-20.58853,1,0,0,0,0,-0.3263178,0.04408029,-0.3951242,0,-0.3263178,0.04716229,0.03929611,0,0,0,0,0,-0.006631151,0,0,-0.02320892,0.3577444,0.7912467,0,-0.02320892,0.1863514,-0.01733332,0,0,0,0,0,0.4951972,0,0,1.978456,-4.486216,0,99.02251,-9.956886,1,0,0,0,0,-0.9774855,0,0,769,0,0,4,2,229
358.3689,-60.41674,0,1.388876,-50.52775,-1,0,0,0,0,-0.1327744,0.0317855,0.258563,0,-0.1327744,0.04408029,0.01359963,0,0,0,0,0,0.04357347,0,0,0.08685535,0.4233056,0.7327732,0,0.08685535,0.3577444,0.03203761,0,0,0,0,0,1.139482,0,0,2.779721,-4.864068,0,97.16499,-14.71658,1,0,0,0,0,-2.835018,0,0,769,0,0,5,2,229
351.3044,-73.35758,0,-1.631104,-60.41674,-1,0,0,0,0,-0.1472728,-0.01299299,1.99187,0,-0.1327744,0.0317855,-0.007373212,0,0,0,0,0,0.02071745,0,0,-0.2028998,0.5279592,0.4349935,0,0.08685535,0.4233056,0.05452469,0,0,0,0,0,1.325433,0,0,4.506121,-5.336317,0,97.16499,-15.95609,1,0,0,0,0,-3.526633,0,0,769,0,0,6,2,229
345.6715,-35.07693,0,-8.695557,-73.35758,-1,0,0,0,0,-0.2916148,-0.06497614,4.19401,0,-0.1472728,-0.01299299,-0.06381617,0,0,0,0,0,-0.06671582,0,0,-0.09283566,0.4163198,-0.3294476,0,-0.2028998,0.5279592,0.07092188,0,0,0,0,0,1.205884,0,0,6.335801,-5.607502,0,96.47337,-17.50525,1,0,0,0,0,-5.01561,0,0,769,0,0,7,2,229
346.0474,7.5332,0,-14.32852,-35.07693,-1,0,0,0,0,-0.3522182,-0.09783573,5.425251,0,-0.3522182,-0.06497614,-0.1363714,0,0,0,0,0,-0.2225817,0,0,-0.06101251,0.2543321,-0.9888058,0,-0.06101251,0.4163198,0.1266702,0,0,0,0,0,1.093133,0,0,7.273736,-5.689909,0,92.89386,-18.39485,1,0,0,0,0,-7.106139,0,0,769,0,0,8,2,229
352.9689,88.378,0,-13.95264,7.5332,-1,0,0,0,0,-0.08650351,-0.1857583,8.217255,0,-0.08650351,-0.09783573,-0.174596,0,0,0,0,0,-0.2068761,0,0,-0.005980015,-0.087962,-2.184502,0,-0.005980015,0.2543321,0.1565449,0,0,0,0,0,0.7127689,0,0,9.172248,-5.779878,0,91.78082,-18.66518,1,0,0,0,0,-8.219183,0,0,769,0,0,9,2,229
