MagYaw,YawVelocityDegreesPerSecond,YawIntegral,YawProportional,YawDerivativeError,YawControl,YawIntegralGain,YawDerivativeGain,YawProportionalGain,YawAntiWindupGain,XNEDBodyFrame,XVelocityMetersPerSecond,ThetaPitchDegrees,XIntegral,XProportional,XDerivativeError,LongitudeControl,XIntegralGain,XDerivativeGain,XProportionalGain,XAntiWindupGain,LongitudeInnerLoopGain,XLongitudeOuterLoopSetpoint,YNEDBodyFrame,YVelocityMetersPerSecond,PhiRollDegrees,YIntegral,YProportional,YDerivativeError,LateralControl,YIntegralGain,YDerivativeGain,YProportionalGain,YAntiWindupGain,LateralInnerLoopGain,YLateralOuterLoopSetpoint,AltitudeFeetAgl,ZVelocityMetersPerSecond,ZIntegral,ZProportional,ZDerivativeError,MainRotorCollectiveControl,ZIntegralGain,ZDerivativeGain,ZProportionalGain,ZAntiWindupGain,LatitudeDegrees,LongitudeDegrees,Timeouts,UnrecognizedMsgTypes,ChecksumErrors,NumOfBlownFrames,MessageType,NumOfBytesInMsg
352.8292,-81.44788,0.2673479,1.254225,-81.61971,-1,0,0,0,0,-0.7788284,-1.245665,9.926912,0,-1.044266,-1.125188,-0.3739168,0,0,0,0,0,-2.393517,-0.2955048,-0.6492079,-8.681513,0,-0.3505578,-0.5595135,0.4553415,0,0,0,0,0,-2.0907,10.01898,-5.986722,0,92.93961,-19.19571,1,0,0,0,0,0,0,400,0,0,11,2,209

350.9079,-36.06021,3.377089,-7.170776,-81.44788,-1,0,0,0,0,-0.8399544,-1.268365,10.32059,0,-0.8399544,-1.245665,-0.3864982,0,0,0,0,0,-2.558438,-0.2636263,-0.8644463,-9.007029,0,-0.2636263,-0.6492079,0.5902282,0,0,0,0,0,-2.220179,11.00972,-6.013844,0,89.73598,-19.63884,1,0,0,0,0,0,0,400,0,0,12,2,209

351.3354,10.52964,5.390573,-9.092102,-36.06021,-1,0,0,0,0,-1.166518,-1.299738,11.05675,0,-1.166518,-1.268365,-0.4034838,0,0,0,0,0,-2.695014,-0.2868011,-1.076152,-8.851083,0,-0.2868011,-0.8644463,0.5651621,0,0,0,0,0,-2.863962,12.00172,-6.023291,0,88.75858,-19.72782,1,0,0,0,0,0,0,400,0,0,13,2,209

359.0434,98.61359,6.813764,-8.664612,10.52964,-1,0,0,0,0,-0.9010801,-1.377126,13.42809,0,-1.166518,-1.299738,-0.4281125,0,0,0,0,0,-2.753336,-0.2317481,-1.465774,-6.671704,0,-0.2868011,-1.076152,0.4955726,0,0,0,0,0,-3.464424,13.98294,-6.012454,0,88.75858,-19.7588,1,0,0,0,0,0,0,400,0,0,14,2,209

5.965279,135.947,7.433868,-0.9566345,98.61359,1,0,0,0,0,-1.398265,-1.422004,14.78163,0,-0.9010801,-1.377126,-0.503706,0,0,0,0,0,-2.82049,-0.4113784,-1.620602,-4.419009,0,-0.2317481,-1.465774,0.2006802,0,0,0,0,0,-4.490397,14.97124,-6.00373,0,87.64548,-19.72326,1,0,0,0,0,0,0,400,0,0,15,2,209

14.72118,169.5079,1.81659,5.965279,135.947,1,0,0,0,0,-1.314679,-1.470834,15.94537,0,-1.314679,-1.422004,-0.5527063,0,0,0,0,0,-3.023448,-0.4896064,-1.753956,-1.410673,0,-0.4896064,-1.620602,-0.07071637,0,0,0,0,0,-5.300078,15.95807,-5.995601,0,85.23198,-19.69464,1,0,0,0,0,0,0,400,0,0,16,2,209

34.50527,177.7728,0,14.72118,169.5079,1,0,0,0,0,-1.049242,-1.737101,16.78171,0,-1.049242,-1.470834,-0.5884694,0,0,0,0,0,-3.03751,-0.4345536,-1.808762,6.151527,0,-0.4345536,-1.753956,-0.3853443,0,0,0,0,0,-5.599198,17.92794,-5.977582,0,84.11887,-19.66797,1,0,0,0,0,0,0,400,0,0,17,2,209

42.69065,155.8928,0,34.50527,177.7728,1,0,0,0,0,-1.110368,-1.955818,16.47267,0,-1.049242,-1.737101,-0.6297405,0,0,0,0,0,-3.532502,-0.4026747,-1.7808,9.521242,0,-0.4345536,-1.808762,-1,0,0,0,0,0,-5.754644,18.91096,-5.970063,0,84.11887,-19.60886,1,0,0,0,0,0,0,400,0,0,18,2,209

49.77509,135.6399,0,42.69065,155.8928,1,0,0,0,0,-1.930666,-2.179029,15.83146,0,-1.110368,-1.955818,-0.6333123,0,0,0,0,0,-3.956762,-0.2925687,-1.777483,12.05395,0,-0.4026747,-1.7808,-1,0,0,0,0,0,-5.629527,19.8939,-5.967073,0,82.02836,-19.5842,1,0,0,0,0,0,0,400,0,0,19,2,209

61.10493,102.7227,0,49.77509,135.6399,1,0,0,0,0,-1.509288,-2.624085,13.93349,0,-1.509288,-2.179029,-0.6336473,0,0,0,0,0,-4.486999,-0.3707967,-1.824669,14.32546,0,-0.3707967,-1.777483,-1,0,0,0,0,0,-5.574308,21.86133,-5.978351,0,80.30649,-19.57439,1,0,0,0,0,0,0,400,0,0,20,2,209

65.63999,90.69492,0,61.10493,102.7227,1,0,0,0,0,-2.160007,-2.819574,12.77292,0,-2.160007,-2.624085,-0.6025131,0,0,0,0,0,-5.502417,-1.607973,-1.869964,13.81416,0,-1.607973,-1.824669,-1,0,0,0,0,0,-7.485967,22.84873,-5.991692,0,77.67571,-19.61138,1,0,0,0,0,0,0,400,0,0,21,2,209

69.66355,81.93856,0,65.63999,90.69492,1,0,0,0,0,-2.232364,-2.987926,11.50326,0,-2.160007,-2.819574,-0.5778013,0,0,0,0,0,-5.86583,-1.55292,-1.922602,12.39164,0,-1.607973,-1.869964,-1,0,0,0,0,0,-7.614436,23.84052,-6.016562,0,77.67571,-19.65515,1,0,0,0,0,0,0,400,0,0,22,2,209

69.66355,81.93856,0,69.66355,81.93856,1,0,0,0,0,-2.221133,-2.987926,11.50326,0,-2.221133,-2.987926,-0.5487919,0,0,0,0,0,-6.196463,-1.576095,-1.922602,12.39164,0,-1.576095,-1.922602,-1,0,0,0,0,0,-7.717925,23.84052,-6.016562,0,75.5852,-19.73673,1,0,0,0,0,0,0,401,0,0,23,2,209

80.463,73.17513,0,69.66355,81.93856,1,0,0,0,0,-2.221133,-3.242562,7.199952,0,-2.221133,-2.987926,-0.5486914,0,0,0,0,0,-6.196463,-1.576095,-2.06372,3.769369,0,-1.576095,-1.922602,-1,0,0,0,0,0,-7.717925,26.87906,-6.236368,0,75.5852,-19.73673,1,0,0,0,0,0,0,401,0,0,24,2,209

88.18275,79.06104,0,80.463,73.17513,1,0,0,0,0,-2.354615,-3.154465,4.162021,0,-2.354615,-3.242562,-0.4311591,0,0,0,0,0,-6.708405,-1.489163,-2.066506,-4.827258,0,-1.489163,-2.06372,-1,0,0,0,0,0,-7.993256,29.0079,-6.541863,0,72.75021,-20.45778,1,0,0,0,0,0,0,401,0,0,25,2,209

97.43153,91.04273,0,88.18275,79.06104,1,0,0,0,0,-3.163685,-2.831984,1.570445,0,-2.354615,-3.154465,-0.3319063,0,0,0,0,0,-6.544635,-1.402231,-1.90249,-15.14245,0,-1.489163,-2.066506,-0.2919988,0,0,0,0,0,-8.001158,31.26884,-6.972072,0,72.75021,-21.45993,1,0,0,0,0,0,0,401,0,0,26,2,209

108.682,107.3539,0,97.43153,91.04273,1,0,0,0,0,-3.479017,-2.268169,0.3963006,0,-3.163685,-2.831984,-0.2402316,0,0,0,0,0,-6.178963,-1.448582,-1.491864,-26.65146,0,-1.402231,-1.90249,0.71129,0,0,0,0,0,-7.411037,33.68193,-7.452758,0,70.65251,-22.87118,1,0,0,0,0,0,0,401,0,0,27,2,209

115.0513,116.4947,0,108.682,107.3539,1,0,0,0,0,-3.465381,-1.960768,0.7062353,0,-3.465381,-2.268169,-0.1741661,0,0,0,0,0,-5.218021,-2.662583,-1.205683,-32.03897,0,-2.662583,-1.491864,1,0,0,0,0,0,-8.057505,34.94226,-7.665922,0,66.30706,-24.44803,1,0,0,0,0,0,0,401,0,0,28,2,209

128.8317,135.4808,0,115.0513,116.4947,1,0,0,0,0,-3.8643,-1.375178,3.620663,0,-3.8643,-1.960768,-0.1695107,0,0,0,0,0,-4.761851,-2.630705,-0.5088117,-39.99448,0,-2.630705,-1.205683,1,0,0,0,0,0,-7.200002,37.53171,-7.968222,0,64.58519,-25.14729,1,0,0,0,0,0,0,401,0,0,29,2,209

143.5163,153.665,0,128.8317,135.4808,1,0,0,0,0,-4.081367,-0.9117298,9.48241,0,-3.8643,-1.375178,-0.2261109,0,0,0,0,0,-3.673238,-2.465545,0.247326,-41.32904,0,-2.630705,-0.5088117,1,0,0,0,0,0,-5.223465,40.18737,-8.114077,0,64.58519,-26.13896,1,0,0,0,0,0,0,401,0,0,30,2,209

151.108,160.4172,0,143.5163,153.665,1,0,0,0,0,-3.804701,-0.7331179,13.14185,0,-4.081367,-0.9117298,-0.3830618,0,0,0,0,0,-2.874421,-2.433666,0.5991735,-39.59533,0,-2.465545,0.247326,1,0,0,0,0,0,-2.841497,41.52653,-8.140832,0,62.35178,-26.61742,1,0,0,0,0,0,0,401,0,0,31,2,209

167.0429,168.1404,0,151.108,160.4172,1,0,0,0,0,-3.891737,-0.4622998,20.77159,0,-3.891737,-0.7331179,-0.4837325,0,0,0,0,0,-2.487578,-2.668351,1.143563,-31.71219,0,-2.668351,0.5991735,1,0,0,0,0,0,-2.134985,44.20466,-8.122169,0,58.45654,-26.70519,1,0,0,0,0,0,0,401,0,0,32,2,209

183.9598,162.5356,0,167.0429,168.1404,1,0,0,0,0,-4.36301,-0.1793199,27.04327,0,-4.36301,-0.4622998,-0.7096492,0,0,0,0,0,-2.120325,-2.581419,1.422522,-18.51373,0,-2.581419,1.143563,1,0,0,0,0,0,-0.4660118,46.86938,-8.067193,0,55.9902,-26.64396,1,0,0,0,0,0,0,401,0,0,33,2,209

192.493,154.4903,-37.95065,-176.0402,162.5356,-1,0,0,0,0,-4.331728,0.0115181,29.08407,0,-4.36301,-0.1793199,-0.8877634,0,0,0,0,0,-1.594266,-1.460116,1.469781,-10.33497,0,-2.581419,1.422522,1,0,0,0,0,0,0.3252013,48.1944,-8.034075,0,55.9902,-26.46362,1,0,0,0,0,0,0,401,0,0,34,2,209

192.493,154.4903,-8.628853,-167.507,154.4903,-1,0,0,0,0,-4.658291,0.0115181,29.08407,0,-4.331728,0.0115181,-0.9397504,0,0,0,0,0,-1.230457,-1.483291,1.469781,-10.33497,0,-1.460116,1.469781,1,0,0,0,0,0,2.070553,48.1944,-8.034075,0,52.62803,-26.35498,1,0,0,0,0,0,0,401,0,0,35,2,209

211.8683,191.0378,0,-167.507,154.4903,-1,0,0,0,0,-4.658291,0.4030633,30.46136,0,-4.658291,0.0115181,-0.9426762,0,0,0,0,0,-1.324834,-1.483291,1.645357,8.802438,0,-1.483291,1.469781,1,0,0,0,0,0,2.037251,50.83213,-7.979294,0,51.65062,-26.35498,1,0,0,0,0,0,0,401,0,0,36,2,209

238.4617,261.0653,0,-148.1317,191.0378,-1,0,0,0,0,-4.453979,0.955054,24.51358,0,-4.453979,0.4030633,-0.960977,0,0,0,0,0,-0.5379054,-1.396358,1.833423,30.52854,0,-1.396358,1.645357,-0.5650897,0,0,0,0,0,2.660158,53.41531,-7.975466,0,48.447,-26.17528,1,0,0,0,0,0,0,401,0,0,37,2,209

263.5711,308.028,0,-121.5383,261.0653,-1,0,0,0,0,-4.275578,1.84939,9.715972,0,-4.453979,0.955054,-0.7447854,0,0,0,0,0,0.4882452,-1.575991,1.980966,46.86084,0,-1.396358,1.833423,-1,0,0,0,0,0,3.193569,55.88292,-7.928174,0,48.447,-26.16272,1,0,0,0,0,0,0,401,0,0,38,2,209

287.4839,344.1743,0,-96.42889,308.028,-1,0,0,0,0,-3.998913,2.668396,-11.78257,0,-4.275578,1.84939,-0.2329215,0,0,0,0,0,2.202374,-1.544111,2.218136,50.36911,0,-1.575991,1.980966,-1,0,0,0,0,0,3.353915,58.32872,-7.751099,0,45.8978,-26.00758,1,0,0,0,0,0,0,401,0,0,39,2,209

317.2536,379.5238,0,-72.51614,344.1743,-1,0,0,0,0,-4.060036,3.451898,-34.74663,0,-4.060036,2.668396,0.4832105,0,0,0,0,0,3.787197,-1.512234,2.532301,35.76996,0,-1.512234,2.218136,-1,0,0,0,0,0,4.118219,60.69645,-7.439408,0,41.34813,-25.42671,1,0,0,0,0,0,0,401,0,0,40,2,209

32.40847,449.8493,0,-42.74637,379.5238,-1,0,0,0,0,-3.373222,4.329034,-42.15081,0,-3.373222,3.451898,1,0,0,0,0,0,5.442217,-1.535408,2.765641,-25.8831,0,-1.535408,2.532301,-1,0,0,0,0,0,4.975984,63.84749,-6.986387,0,39.26481,-24.40424,1,0,0,0,0,0,0,401,0,0,41,2,209

81.47926,516.0354,2.296727,32.40847,449.8493,1,0,0,0,0,-3.087732,5.427109,-3.974384,0,-3.373222,4.329034,1,0,0,0,0,0,7.072813,-0.3358784,2.691767,-60.57599,0,-1.535408,2.765641,1,0,0,0,0,0,5.637806,66.40648,-6.3998,0,39.26481,-22.91814,1,0,0,0,0,0,0,401,0,0,42,2,209

93.83157,535.3055,0,81.47926,516.0354,1,0,0,0,0,-2.219063,5.872438,13.60741,0,-3.087732,5.427109,0.4083017,0,0,0,0,0,9.19664,-0.225771,2.735986,-63.87742,0,-0.3358784,2.691767,1,0,0,0,0,0,7.152,67.20812,-6.08915,0,36.13557,-20.9939,1,0,0,0,0,0,0,401,0,0,43,2,209

165.4762,499.4194,0,93.83157,535.3055,1,0,0,0,0,-2.135475,6.921732,60.74062,0,-2.135475,5.872438,-0.1118298,0,0,0,0,0,10,-0.3039989,2.855286,-22.96478,0,-0.3039989,2.735986,1,0,0,0,0,0,7.323231,69.57536,-5.38013,0,32.93913,-19.97485,1,0,0,0,0,0,0,401,0,0,44,2,209

249.6213,421.5723,0,165.4762,499.4194,1,0,0,0,0,-1.365074,7.791992,35.82108,0,-1.365074,6.921732,-1,0,0,0,0,0,10,-0.4054031,2.739437,46.75086,0,-0.4054031,2.855286,1,0,0,0,0,0,7.515884,71.58483,-4.637616,0,30.25423,-17.64898,1,0,0,0,0,0,0,401,0,0,45,2,209

267.0163,372.3824,-41.52688,-110.3787,421.5723,-1,0,0,0,0,-0.1033478,8.43602,9.685294,0,-1.365074,7.791992,-0.8004534,0,0,0,0,0,10,0.5507393,2.636822,58.45554,0,-0.4054031,2.739437,-1,0,0,0,0,0,7.187299,72.66127,-3.923264,0,30.25423,-15.21323,1,0,0,0,0,0,0,401,0,0,46,2,209

278.9924,323.8548,-26.41891,-92.9837,372.3824,-1,0,0,0,0,0.1620903,9.097755,-15.4896,0,-0.1033478,8.43602,0.009755882,0,0,0,0,0,10,0.6057949,2.64349,65.44355,0,0.5507393,2.636822,-1,0,0,0,0,0,8.270229,73.54046,-2.950782,0,28.01955,-12.86988,1,0,0,0,0,0,0,401,0,0,47,2,209

295.3378,385.8244,-5.97188,-81.0076,323.8548,-1,0,0,0,0,1.175472,9.55517,-44.41247,0,1.175472,9.097755,0.7901776,0,0,0,0,0,10,0.6057949,2.62588,60.99671,0,0.6057949,2.64349,-1,0,0,0,0,0,8.368257,74.2924,-2.478099,0,25.80051,-9.679745,1,0,0,0,0,0,0,401,0,0,48,2,209

61.72584,454.95,0,-64.66223,385.8244,-1,0,0,0,0,2.18885,10.17866,-53.60311,0,2.18885,9.55517,1,0,0,0,0,0,10,0.6057949,2.9932,-54.0392,0,0.6057949,2.62588,-1,0,0,0,0,0,8.318311,75.19737,-1.263458,0,24.6946,-8.129156,1,0,0,0,0,0,0,401,0,0,49,2,209

80.44949,474.334,6.973001,61.72584,454.95,1,0,0,0,0,3.609974,10.42227,-22.96894,0,2.18885,10.17866,1,0,0,0,0,0,10,1.741568,3.063879,-70.64185,0,0.6057949,2.9932,1,0,0,0,0,0,9.360139,75.40279,-0.7489341,0,24.6946,-4.144649,1,0,0,0,0,0,0,401,0,0,50,2,209

89.60553,490.167,0,80.44949,474.334,1,0,0,0,0,3.537617,10.64062,11.30182,0,3.609974,10.42227,1,0,0,0,0,0,10,1.796619,3.081328,-76.99234,0,1.741568,3.063879,1,0,0,0,0,0,10,75.47141,-0.1332059,0,24.64046,-2.456804,1,0,0,0,0,0,0,401,0,0,51,2,209

99.31995,472.5551,0,89.60553,490.167,1,0,0,0,0,5.52483,10.89508,50.06807,0,5.52483,10.64062,-0.04035629,0,0,0,0,0,10,2.744061,2.948576,-76.42639,0,2.744061,3.081328,1,0,0,0,0,0,10,75.38953,0.3796271,0,24.36058,-0.4369686,1,0,0,0,0,0,0,401,0,0,52,2,209

109.6696,444.4548,0,99.31995,472.5551,1,0,0,0,0,5.862621,11.04743,68.73923,0,5.862621,10.89508,-1,0,0,0,0,0,10,2.744061,2.819434,-67.34513,0,2.744061,2.948576,1,0,0,0,0,0,10,75.29552,0.6776496,0,23.99194,1.245329,1,0,0,0,0,0,0,401,0,0,53,2,209

167.6853,411.8026,0,109.6696,444.4548,1,0,0,0,0,6.454624,11.21309,82.86806,0,5.862621,11.04743,-1,0,0,0,0,0,10,2.822289,2.67495,-10.29444,0,2.744061,2.819434,1,0,0,0,0,0,10,75.14587,1.047858,0,23.99194,2.222962,1,0,0,0,0,0,0,401,0,0,54,2,209

261.3084,343.7083,0,167.6853,411.8026,1,0,0,0,0,7.274921,11.63566,58.11575,0,6.454624,11.21309,-1,0,0,0,0,0,10,2.712181,2.328321,83.22183,0,2.822289,2.67495,1,0,0,0,0,0,10,74.70551,1.727688,0,23.85624,3.437392,1,0,0,0,0,0,0,401,0,0,55,2,209

268.1665,261.3605,-26.21933,-98.69156,343.7083,-1,0,0,0,0,7.86692,11.87941,21.9127,0,7.86692,11.63566,-1,0,0,0,0,0,10,2.790409,1.899026,97.84426,0,2.790409,2.328321,-1,0,0,0,0,0,10,73.53197,3.451372,0,24.47219,5.667507,1,0,0,0,0,0,0,401,0,0,56,2,209

269.6365,214.0984,-13.47769,-91.83347,261.3605,-1,0,0,0,0,9.334488,11.74787,3.535878,0,9.334488,11.87941,-0.3692936,0,0,0,0,0,10,3.604568,1.798177,106.3128,0,3.604568,1.899026,-1,0,0,0,0,0,10,72.39147,4.707167,0,25.81696,11.32188,1,0,0,0,0,0,0,401,0,0,57,2,209

267.9675,300.2054,-1.871281,-90.36346,214.0984,-1,0,0,0,0,10.09711,11.73706,-30.00117,0,9.334488,11.74787,0.2003878,0,0,0,0,0,10,3.839252,2.002119,102.2736,0,3.604568,1.798177,-1,0,0,0,0,0,10,70.32137,5.667503,0,25.81696,15.44139,1,0,0,0,0,0,0,401,0,0,58,2,209

273.9615,398.5418,0,-92.0325,300.2054,-1,0,0,0,0,11.65412,12.01242,-82.78394,0,10.09711,11.73706,1,0,0,0,0,0,10,3.697268,2.005414,75.14191,0,3.839252,2.002119,-1,0,0,0,0,0,10,67.39014,6.549166,0,26.51576,18.59168,1,0,0,0,0,0,0,401,0,0,59,2,209

73.91833,428.2332,0,-86.03848,398.5418,-1,0,0,0,0,13.53769,12.17806,-69.00225,0,13.53769,12.01242,1,0,0,0,0,0,10,3.578457,1.801145,-87.9753,0,3.578457,2.005414,-1,0,0,0,0,0,10,65.90588,7.060996,0,31.70294,21.48388,1,0,0,0,0,0,0,401,0,0,60,2,209

70.8488,444.3083,11.01481,73.91833,428.2332,1,0,0,0,0,14.37267,12.18635,-25.89397,0,14.37267,12.17806,1,0,0,0,0,0,10,3.758088,1.471798,-101.2765,0,3.758088,1.801145,1,0,0,0,0,0,10,63.44954,8.014348,0,33.14622,23.16289,1,0,0,0,0,0,0,401,0,0,61,2,209

70.8488,444.3083,0,70.8488,444.3083,1,0,0,0,0,15.5083,12.18635,-25.89397,0,14.37267,12.18635,1,0,0,0,0,0,10,3.694331,1.471798,-101.2765,0,3.758088,1.471798,1,0,0,0,0,0,9.574833,63.44954,8.014348,0,33.14622,26.29027,1,0,0,0,0,0,0,402,0,0,62,2,209

52.90266,408.6894,0,70.8488,444.3083,1,0,0,0,0,15.5083,11.36788,37.29637,0,15.5083,12.18635,1,0,0,0,0,0,10,3.694331,1.469171,-125.9129,0,3.694331,1.471798,1,0,0,0,0,0,9.483213,59.05205,9.221547,0,36.22133,26.29027,1,0,0,0,0,0,0,402,0,0,63,2,209

20.95189,327.2597,0,52.90266,408.6894,1,0,0,0,0,17.05168,11.01088,62.36305,0,17.05168,11.36788,-0.8461874,0,0,0,0,0,10,4.766349,1.376092,-157.7109,0,4.766349,1.469171,1,0,0,0,0,0,10,56.24971,9.593731,0,40.34822,30.25036,1,0,0,0,0,0,0,402,0,0,64,2,209

323.6299,243.8693,0,20.95189,327.2597,1,0,0,0,0,18.34325,10.83888,64.92824,0,18.34325,11.01088,-1,0,0,0,0,0,10,4.569311,1.069829,146.6975,0,4.569311,1.376092,1,0,0,0,0,0,10,53.18411,10.09314,0,43.56622,31.47128,1,0,0,0,0,0,0,402,0,0,65,2,209

290.9972,195.8241,-10.11961,-36.37015,243.8693,-1,0,0,0,0,19.81667,11.10627,53.39065,0,18.34325,10.83888,-1,0,0,0,0,0,10,4.505553,0.7873534,120.2883,0,4.569311,1.069829,-1,0,0,0,0,0,9.600454,49.94321,10.65585,0,43.56622,33.10954,1,0,0,0,0,0,0,402,0,0,66,2,209

275.3029,172.851,-8.268848,-69.00281,195.8241,-1,0,0,0,0,20.30263,11.04626,39.44792,0,19.81667,11.10627,-1,0,0,0,0,0,10,4.708359,0.5024986,114.1305,0,4.505553,0.7873534,-1,0,0,0,0,0,8.70765,46.34024,11.46176,0,46.27269,34.95546,1,0,0,0,0,0,0,402,0,0,67,2,209

262.2646,284.2508,0,-84.69711,172.851,-1,0,0,0,0,21.10047,11.31482,17.03212,0,21.10047,11.04626,-0.9128855,0,0,0,0,0,10,4.644602,0.7999659,107.206,0,4.644602,0.5024986,-1,0,0,0,0,0,8.099529,42.43443,11.81693,0,52.87439,37.59914,1,0,0,0,0,0,0,402,0,0,68,2,209

249.5536,391.5259,0,-97.73538,284.2508,-1,0,0,0,0,22.06893,11.42925,-16.4488,0,22.06893,11.31482,-0.2179958,0,0,0,0,0,10,4.737301,0.7754462,101.6947,0,4.737301,0.7999659,-1,0,0,0,0,0,9.076445,38.56892,12.24032,0,57.15265,38.76424,1,0,0,0,0,0,0,402,0,0,69,2,209

