DateTime,PitchVelocityRadsPerS,RollVelocityRadsPerS,YawVelocityRadsPerS,PitchDegrees,RollDegrees,MagHeadingDegrees,LatitudeDegrees,LongitudeDegrees,ZAltitudeFtAgl,YVelocityNEDFrameMs,ZVelocityNEDFrameMs,XVelocityNEDFrameMs
09.39.03.393688, 0.002549004,0.004017004,0.5833904,0.1299432,-0.7031319,269.108,47.5003,-122.2168,0.09264228,0.02362608,0.0007412442,-0.02034614
09.39.03.452692, 0.002404501,0.004379006,0.58325,0.1505945,-0.690628,270.3697,47.5003,-122.2168,0.09268576,0.02373342,0.0004572161,-0.02058894
09.39.03.491694, 0.002345319,0.004291391,0.5829333,0.1725001,-0.6767927,271.735,47.5003,-122.2168,0.09265885,0.02383694,0.0002006789,-0.02083159
09.39.03.533696, 0.002347399,0.004255388,0.5827499,0.1938548,-0.6626697,273.0863,47.5003,-122.2168,0.0926388,0.02393282,0.0008003304,-0.02108699
09.39.03.572698, 0.002333383,0.00471565,0.582509,0.2150834,-0.6467907,274.4533,47.5003,-122.2168,0.09261134,0.02403302,0.0002043707,-0.02134601
09.39.03.611701, 0.002472194,0.004463561,0.5823914,0.2359349,-0.6312408,275.7996,47.5003,-122.2168,0.09269971,0.02412218,8.873216E-05,-0.02158433
09.39.03.653703, 0.002373224,0.004593913,0.582388,0.2559649,-0.6150854,277.1311,47.5003,-122.2168,0.09261555,0.02421893,0.0005502507,-0.02183476
09.39.03.693705, 0.002427574,0.004701929,0.5823158,0.2760998,-0.5979086,278.487,47.5003,-122.2168,0.09268977,0.02430461,0.0001943731,-0.02208526
09.39.03.729707, 0.002328401,0.004038359,0.582351,0.295448,-0.5819261,279.8329,47.5003,-122.2168,0.09263258,0.0243805,0.0004321312,-0.02232199
09.39.03.778710, 0.002281655,0.003524642,0.5824717,0.3138635,-0.5670456,281.1471,47.5003,-122.2168,0.09262487,0.02443023,-3.320225E-05,-0.02257813
09.39.03.813712, 0.00213358,0.00409268,0.5824825,0.3326374,-0.5494803,282.5386,47.5003,-122.2168,0.09263028,0.02449062,0.000692374,-0.02288253
09.39.03.847714, 0.002063857,0.003653089,0.5826731,0.3500883,-0.5332015,283.8744,47.5003,-122.2168,0.09254029,0.02453222,0.0006854539,-0.02313526
09.39.03.880716, 0.002079906,0.003974187,0.5830352,0.3665855,-0.5164124,285.1629,47.5003,-122.2168,0.09255523,0.02456776,0.0005807177,-0.02340349
09.39.03.913718, 0.002126995,0.003942644,0.583534,0.3822216,-0.499952,286.4051,47.5003,-122.2168,0.0925376,0.02460336,0.0001446519,-0.02364167
09.39.03.948720, 0.00211231,0.003740047,0.5841713,0.3970806,-0.4840098,287.6161,47.5003,-122.2168,0.09260038,0.02463792,0.0003145738,-0.0238738
09.39.03.981722, 0.001996346,0.003658571,0.5848315,0.4112042,-0.4681061,288.8142,47.5003,-122.2168,0.09256037,0.02466872,0.0002214007,-0.02410417
09.39.04.014724, 0.002011987,0.003456615,0.5855736,0.424744,-0.4526512,289.9884,47.5003,-122.2168,0.09263701,0.02468602,0.0002045349,-0.0243312
09.39.04.047726, 0.001965816,0.003162588,0.5863662,0.4377056,-0.437708,291.1481,47.5003,-122.2168,0.09259123,0.02469836,0.0004043047,-0.02455823
09.39.04.088728, 0.001948349,0.003459726,0.5871739,0.4502089,-0.4220707,292.2972,47.5003,-122.2168,0.09263811,0.02470814,0.0003344835,-0.02479577
09.39.04.150732, 0.002013208,0.003593113,0.5885525,0.4751945,-0.3892321,294.6695,47.5003,-122.2168,0.09254871,0.02472324,0.0003411867,-0.02526703
09.39.04.186734, 0.001857167,0.003600049,0.5894171,0.486458,-0.3727058,295.8118,47.5003,-122.2168,0.09247414,0.024741,0.0005286781,-0.02548197
09.39.04.253737, 0.00174208,0.003883859,0.5910394,0.5078866,-0.3376286,298.1159,47.5003,-122.2168,0.09250287,0.02476231,0.0004898186,-0.02590644
09.39.04.323741, 0.001669981,0.003827344,0.5926428,0.527478,-0.3025569,300.4201,47.5003,-122.2168,0.0925701,0.02475173,0.0001010452,-0.02632401
09.39.04.358743, -0.005742852,-0.07174704,1.010931,0.5263457,-0.4266351,302.4319,47.50029,-122.2168,0.2093555,-0.05739087,-1.024833,-0.09355317
09.39.04.403746, 0.02231447,-0.09802812,1.28769,0.5894064,-0.5980552,304.999,47.50029,-122.2168,0.3674819,-0.1097533,-1.38527,-0.1351321
09.39.04.441748, 0.03635762,-0.09587616,1.514807,0.6999665,-0.7687722,308.2371,47.50029,-122.2168,0.5633929,-0.1518807,-1.601277,-0.1664271
09.39.04.483751, 0.04723067,-0.08556371,1.716467,0.8496945,-0.9062535,311.931,47.50029,-122.2168,0.7716489,-0.1902424,-1.689762,-0.1921341
09.39.04.531753, 0.05527621,-0.0712975,1.897963,1.035236,-0.9989752,316.1106,47.50029,-122.2168,0.9901543,-0.2254335,-1.733959,-0.2138327
09.39.04.574756, 0.06301821,-0.05410435,2.070964,1.26337,-1.034604,320.9553,47.50029,-122.2168,1.224988,-0.2593814,-1.754081,-0.2332191
09.39.04.610758, 0.07071567,-0.03746254,2.232082,1.521278,-1.00252,326.2509,47.50029,-122.2168,1.46331,-0.2911036,-1.754546,-0.2499391
09.39.04.644760, 0.07827974,-0.021551,2.379152,1.78967,-0.9026288,331.7156,47.50029,-122.2168,1.692251,-0.3192768,-1.741822,-0.2638476
09.39.04.685762, 0.08579499,-0.00666611,2.515208,2.058173,-0.7398665,337.2717,47.50029,-122.2168,1.909813,-0.344232,-1.721458,-0.2756312
09.39.04.728765, 0.09242372,0.007052911,2.648404,2.331958,-0.5061777,343.235,47.50029,-122.2168,2.128191,-0.3678579,-1.695505,-0.2859509
09.39.04.765767, 0.09920672,0.01966828,2.779716,2.601459,-0.1986607,349.6179,47.50029,-122.2168,2.346882,-0.3898968,-1.665395,-0.2956679
09.39.04.809769, 0.1036827,0.03103887,2.906867,2.841588,0.1709303,356.1974,47.50029,-122.2168,2.558138,-0.4094551,-1.633511,-0.3037644
09.39.04.844771, 0.108067,0.04090869,3.034212,3.04974,0.6127834,3.238148,47.50029,-122.2168,2.770123,-0.4274736,-1.599418,-0.311995
09.39.04.883773, 0.1124825,0.0490048,3.157307,3.20296,1.093789,10.31851,47.50029,-122.2168,2.970686,-0.442982,-1.565615,-0.3201447
09.39.04.919776, 0.1153954,0.04991763,3.279873,3.29534,1.608039,17.69455,47.50029,-122.2168,3.167267,-0.4574506,-1.531408,-0.3275667
09.39.04.957778, 0.1175812,0.04838293,3.400347,3.316481,2.129886,25.17866,47.50029,-122.2168,3.355417,-0.4699265,-1.497918,-0.335445
09.39.04.997780, 0.1170846,0.02858957,3.520548,3.256933,2.619228,32.90781,47.50029,-122.2168,3.538932,-0.4826406,-1.46471,-0.3409901
09.39.05.041782, 0.1139768,0.004217314,3.641821,3.109188,3.060852,40.99828,47.50029,-122.2168,3.720445,-0.4938183,-1.431477,-0.347139
09.39.05.088785, 0.108353,-0.02105694,3.766307,2.863237,3.444351,49.62513,47.50029,-122.2168,3.903238,-0.5038816,-1.397627,-0.3537479
09.39.05.125787, 0.09826808,-0.07243356,3.895355,2.50325,3.689111,58.93755,47.50029,-122.2168,4.089304,-0.5139757,-1.363088,-0.3557009
09.39.05.165790, 0.08299265,-0.124706,4.023223,2.061771,3.7569,68.32432,47.50029,-122.2168,4.266678,-0.5214065,-1.330021,-0.357136
09.39.05.212792, 0.06222438,-0.2264893,4.099725,1.558232,3.520803,77.81235,47.50029,-122.2168,4.438596,-0.5258101,-1.298972,-0.3591433
09.39.05.253795, 0.0295943,-0.3429017,4.188713,0.9891279,2.913306,87.88977,47.50029,-122.2168,4.613143,-0.5269008,-1.268683,-0.3570563
09.39.05.298797, -0.01346188,-0.4412101,4.086167,0.4485491,1.983877,97.6497,47.50029,-122.2168,4.782495,-0.5349531,-1.239216,-0.3911739
09.39.05.338799, -0.06487533,-0.5413976,4.027843,-0.0538954,0.7125774,107.4531,47.50029,-122.2168,4.95154,-0.5377689,-1.2149,-0.409931
09.39.05.387802, -0.1219136,-0.6329753,4.009342,-0.4668053,-0.8331053,117.1212,47.50029,-122.2168,5.116162,-0.5299394,-1.194968,-0.4148746
09.39.05.429805, -0.1825152,-0.6742139,3.669619,-0.7849399,-2.586325,126.3238,47.50029,-122.2168,5.285087,-0.5680391,-1.179508,-0.4668905
09.39.05.476807, -0.2367652,-0.7280654,3.466391,-0.9760603,-4.478966,134.933,47.50029,-122.2168,5.45082,-0.5745342,-1.170815,-0.4873967
09.39.05.523810, -0.2840997,-0.7073306,2.956511,-1.102181,-6.363664,142.4705,47.50029,-122.2168,5.620622,-0.6370611,-1.170576,-0.532699
09.39.05.571813, -0.3164545,-0.6917029,2.526275,-1.185281,-8.226894,149.0172,47.50029,-122.2168,5.793282,-0.6719962,-1.176072,-0.5593129
09.39.05.620816, -0.3337262,-0.6269411,2.15131,-1.239601,-9.947258,154.7213,47.50029,-122.2168,5.970415,-0.6911694,-1.183346,-0.5771165
09.39.05.667818, -0.3366245,-0.5625552,1.821509,-1.281213,-11.5198,159.6667,47.50029,-122.2168,6.151777,-0.6869086,-1.189041,-0.5905393
