MagYaw,YawVelocityDegreesPerSecond,YawIntegral,YawProportional,YawDerivativeError,YawControl,YawIntegralGain,YawDerivativeGain,YawProportionalGain,YawAntiWindupGain,XNEDBodyFrame,XVelocityMetersPerSecond,ThetaPitchDegrees,XIntegral,XProportional,XDerivativeError,LongitudeControl,XIntegralGain,XDerivativeGain,XProportionalGain,XAntiWindupGain,LongitudeInnerLoopGain,XLongitudeOuterLoopSetpoint,PitchAngularVelocityRadsPerSecond,PitchAngularVelocityGain,YNEDBodyFrame,YVelocityMetersPerSecond,PhiRollDegrees,YIntegral,YProportional,YDerivativeError,LateralControl,YIntegralGain,YDerivativeGain,YProportionalGain,YAntiWindupGain,LateralInnerLoopGain,YLateralOuterLoopSetpoint,RollAngularVelocityRadsPerSecond,RollAngularVelocityGain,AltitudeFeetAgl,ZVelocityMetersPerSecond,ZIntegral,ZProportional,ZDerivativeError,MainRotorCollectiveControl,ZIntegralGain,ZDerivativeGain,ZProportionalGain,ZAntiWindupGain,ZNEDBodyFrame,LatitudeDegrees,LongitudeDegrees,Timeouts,UnrecognizedMsgTypes,ChecksumErrors,NumOfBlownFrames,MessageType,NumOfBytesInMsg
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:23 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:24 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:25 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:26 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:27 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:28 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:29 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30 PM 
1/14/2014 8:02:30
