DateTime,MagYaw,YawVelocityDegreesPerSecond,YawIntegral,YawProportional,YawDerivativeError,YawControl,YawIntegralGain,YawDerivativeGain,YawProportionalGain,YawAntiWindupGain,XNEDBodyFrame,XVelocityMetersPerSecond,ThetaPitchDegrees,XIntegral,XProportional,XDerivativeError,LongitudeControl,XIntegralGain,XDerivativeGain,XProportionalGain,XAntiWindupGain,LongitudeInnerLoopGain,XLongitudeOuterLoopSetpoint,PitchAngularVelocityRadsPerSecond,PitchAngularVelocityGain,YNEDBodyFrame,YVelocityMetersPerSecond,PhiRollDegrees,YIntegral,YProportional,YDerivativeError,LateralControl,YIntegralGain,YDerivativeGain,YProportionalGain,YAntiWindupGain,LateralInnerLoopGain,YLateralOuterLoopSetpoint,RollAngularVelocityRadsPerSecond,RollAngularVelocityGain,AltitudeFeetAgl,ZVelocityMetersPerSecond,ZIntegral,ZProportional,ZDerivativeError,MainRotorCollectiveControl,ZIntegralGain,ZDerivativeGain,ZProportionalGain,ZAntiWindupGain,ZNEDBodyFrame,LatitudeDegrees,LongitudeDegrees,Timeouts,UnrecognizedMsgTypes,ChecksumErrors,NumOfBlownFrames,MessageType,NumOfBytesInMsg
11.48.13.805044, 95.95369,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.074574,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.4636721,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09283614,-0.0002729231,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3492,0,0,3671,2,229
11.48.13.854047, 95.95369,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.074574,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.4636721,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09283614,-0.0002729231,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3493,0,0,3672,2,229
11.48.13.899050, 95.95369,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.074574,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.4636721,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09283614,-0.0002729231,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3494,0,0,3673,2,229
11.48.13.942052, 95.95369,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.074574,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.4636721,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09283614,-0.0002729231,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3495,0,0,3674,2,229
11.48.13.989055, 95.95369,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.074574,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.4636721,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09283614,-0.0002729231,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3496,0,0,3675,2,229
11.48.14.036058, 95.95369,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.074574,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.4636721,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09283614,-0.0002729231,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3497,0,0,3676,2,229
11.48.14.073060, 122.2263,0,23.21589,95.95369,0,1,0,0,0,0,18.29506,0,-1.221164,0,18.29506,0,0.1972173,0,0,0,0,0,5.287274,0,0,-8.130149,0,0.2344346,0,-8.130149,0,-0.5026578,0,0,0,0,0,-5,0,0,0.09296848,6.977365E-05,0,99.13181,-0.0008952969,0.5,0,0,0,0,-0.8681965,0,0,3497,0,0,3677,2,229
11.48.14.117062, 122.2263,0,23.28157,122.2263,0,1,0,0,0,0,17.95727,0,-1.221164,0,17.95727,0,0.1987353,0,0,0,0,0,5.189651,0,0,-8.130149,0,0.2344346,0,-8.130149,0,-0.481568,0,0,0,0,0,-5,0,0,0.09296848,6.977365E-05,0,99.50044,0.0002288855,0.5,0,0,0,0,-0.4995556,0,0,3498,0,0,3678,2,229
11.48.14.164065, 122.2263,0,23.34174,122.2263,0,1,0,0,0,0,17.95727,0,-1.221164,0,17.95727,0,0.1987353,0,0,0,0,0,5.189651,0,0,-8.130149,0,0.2344346,0,-8.130149,0,-0.481568,0,0,0,0,0,-5,0,0,0.09296848,6.977365E-05,0,99.50044,0.0002288855,0.5,0,0,0,0,-0.4995556,0,0,3499,0,0,3679,2,229
11.48.14.213068, 122.2263,0,23.40131,122.2263,0,1,0,0,0,0,17.95727,0,-1.221164,0,17.95727,0,0.1987353,0,0,0,0,0,5.189651,0,0,-8.130149,0,0.2344346,0,-8.130149,0,-0.481568,0,0,0,0,0,-5,0,0,0.09296848,6.977365E-05,0,99.50044,0.0002288855,0.5,0,0,0,0,-0.4995556,0,0,3500,0,0,3680,2,229
